Country,Year_Semester,Definition,Value,Unit,Variable_ID,Equivalence,Aggregation_Level_1,Aggregation_Level_2,Aggregation_Level_3,Year_Date
Argentina,2009-II,Total payments due in 2 years on both principal and interest of debt held by all other holders other than the Central Bank,13539,Millions of USD,due_2y_tot_oth,-,Payments due in 2 years,Other holders,Total,
Argentina,2009-II,Payments due in 3 years on principal of debt held by the Central Bank,,Millions of USD,due_3y_ppal_CB,-,Payments due in 3 years,Central Bank,Principal,
Argentina,2009-II,Payments due in 3 years on interest of debt held by the Central Bank,,Millions of USD,due_3y_int_CB,-,Payments due in 3 years,Central Bank,Interest,
Argentina,2009-II,Total payments due in 3 years on both principal and interest of debt held by the Central Bank,108,Millions of USD,due_3y_tot_CB,-,Payments due in 3 years,Central Bank,Total,
Argentina,2009-II,Payments due in 3 years on principal of debt held by all other holders other than the Central Bank,,Millions of USD,due_3y_ppal_oth,-,Payments due in 3 years,Other holders,Principal,
Argentina,2009-II,Payments due in 3 years on interest of debt held by all other holders other than the Central Bank,,Millions of USD,due_3y_int_oth,-,Payments due in 3 years,Other holders,Interest,
Argentina,2009-II,Total payments due in 3 years on both principal and interest of debt held by all other holders other than the Central Bank,11101,Millions of USD,due_3y_tot_oth,-,Payments due in 3 years,Other holders,Total,
Argentina,2009-II,Payments due in 4 years on principal of debt held by the Central Bank,,Millions of USD,due_4y_ppal_CB,-,Payments due in 4 years,Central Bank,Principal,
Argentina,2009-II,Payments due in 4 years on interest of debt held by the Central Bank,,Millions of USD,due_4y_int_CB,-,Payments due in 4 years,Central Bank,Interest,
Argentina,2009-II,Total payments due in 4 years on both principal and interest of debt held by the Central Bank,108,Millions of USD,due_4y_tot_CB,-,Payments due in 4 years,Central Bank,Total,
Argentina,2009-II,Payments due in 4 years on principal of debt held by all other holders other than the Central Bank,,Millions of USD,due_4y_ppal_oth,-,Payments due in 4 years,Other holders,Principal,
Argentina,2009-II,Payments due in 4 years on interest of debt held by all other holders other than the Central Bank,,Millions of USD,due_4y_int_oth,-,Payments due in 4 years,Other holders,Interest,
Argentina,2009-II,Total payments due in 4 years on both principal and interest of debt held by all other holders other than the Central Bank,12073,Millions of USD,due_4y_tot_oth,-,Payments due in 4 years,Other holders,Total,
Argentina,2009-II,Payments due in 5 years on principal of debt held by the Central Bank,,Millions of USD,due_5y_ppal_CB,-,Payments due in 5 years,Central Bank,Principal,
Argentina,2009-II,Payments due in 5 years on interest of debt held by the Central Bank,,Millions of USD,due_5y_int_CB,-,Payments due in 5 years,Central Bank,Interest,
Argentina,2009-II,Total payments due in 5 years on both principal and interest of debt held by the Central Bank,108,Millions of USD,due_5y_tot_CB,-,Payments due in 5 years,Central Bank,Total,
Argentina,2009-II,Payments due in 5 years on principal of debt held by all other holders other than the Central Bank,,Millions of USD,due_5y_ppal_oth,-,Payments due in 5 years,Other holders,Principal,
Argentina,2009-II,Payments due in 5 years on interest of debt held by all other holders other than the Central Bank,,Millions of USD,due_5y_int_oth,-,Payments due in 5 years,Other holders,Interest,
Argentina,2009-II,Total payments due in 5 years on both principal and interest of debt held by all other holders other than the Central Bank,14318,Millions of USD,due_5y_tot_oth,-,Payments due in 5 years,Other holders,Total,
Argentina,2009-II,Payments due in 6 to 10 years on principal of debt held by the Central Bank,,Millions of USD,due_6y_10y_ppal_CB,-,Payments due in 6 to 10 yearss,Central Bank,Principal,
Argentina,2009-II,Payments due in 6 to 10 years on interest of debt held by the Central Bank,,Millions of USD,due_6y_10y_int_CB,-,Payments due in 6 to 10 yearss,Central Bank,Interest,
Argentina,2009-II,Total payments due in 6 to 10 years made on both principal and interest of debt held by the Central Bank,9700,Millions of USD,due_6y_10y_tot_CB,-,Payments due in 6 to 10 yearss,Central Bank,Total,
Argentina,2009-II,Payments due in 6 to 10 years on principal of debt held by all other holders other than the Central Bank,,Millions of USD,due_6y_10y_ppal_oth,-,Payments due in 6 to 10 yearss,Other holders,Principal,
Argentina,2009-II,Payments due in 6 to 10 years on interest of debt held by all other holders other than the Central Bank,,Millions of USD,due_6y_10y_int_oth,-,Payments due in 6 to 10 yearss,Other holders,Interest,
Argentina,2009-II,Total payments due in 6 to 10 years made on both principal and interest of debt held by all other holders other than the Central Bank,40828,Millions of USD,due_6y_10y_tot_oth,-,Payments due in 6 to 10 yearss,Other holders,Total,
Argentina,2009-II,Payments due in 11 years or more on principal of debt held by the Central Bank,,Millions of USD,due_11y_ppal_CB,-,Payments due in 11 years or mores,Central Bank,Principal,
Argentina,2009-II,Payments due in 11 years or more on interest of debt held by the Central Bank,,Millions of USD,due_11y_int_CB,-,Payments due in 11 years or mores,Central Bank,Interest,
Argentina,2009-II,Total payments due in 11 years or more made on both principal and interest of debt held by the Central Bank,209,Millions of USD,due_11y_tot_CB,-,Payments due in 11 years or mores,Central Bank,Total,
Argentina,2009-II,Payments due in 11 years or more on principal of debt held by all other holders other than the Central Bank,,Millions of USD,due_11y_ppal_oth,-,Payments due in 11 years or mores,Other holders,Principal,
Argentina,2009-II,Payments due in 11 years or more on interest of debt held by all other holders other than the Central Bank,,Millions of USD,due_int_oth,-,Payments due in 11 years or mores,Other holders,Interest,
Argentina,2009-II,Total payments due in 11 years or more made on both principal and interest of debt held by all other holders other than the Central Bank,76836,Millions of USD,due_11y_tot_oth,-,Payments due in 11 years or mores,Other holders,Total,
Argentina,2010-I,Total Central Government Gross Debt ,167909,Millions of USD,totaldebt,(1),Total Gross Debt,Total Gross Debt,Total Gross Debt,
Argentina,2010-I,Gross Domestic Product ,396235,Millions of USD,gdp,(2),GDP,GDP,GDP,
Argentina,2010-I,Exchange Rate,4,Domestic currency per USD,exchangeratencperusd,-,FX rate (end of period),FX rate (end of period),FX rate (end of period),
Argentina,2010-I,Total Debt to GDP Ratio,42,% of GDP,debt_gdp,(3)=(1)/(2),Total Gross Debt/GDP,Total Gross Debt/GDP,Total Gross Debt/GDP,
Argentina,2010-I,Internal legislation debt to GDP Ratio,28,% of GDP,domestogdp,(4),Internal debt/ GDP,Internal debt/ GDP,Internal debt/ GDP,
Argentina,2010-I,External legislation debt to GDP Ratio,15,% of GDP,exttogdp,(5),External debt/GDP,External debt/GDP,External debt/GDP,
Argentina,2010-I,Total debt with Official Institutions (multilateral agencies and bilateral loans),22969,Millions of USD,officialdebt,(7),Total Official,Total Official,Total Official,
Argentina,2010-I,Total Non-official debt,144940,Millions of USD,totalnonofficialdebt,(8)=        (11)+(14)+(17),Total Non-official,Total Non-official,Total Non-official,
Argentina,2010-I,Bank Loans under external legislation,1000,Millions of USD,foreignbanks,(9),Non Official,Bank,External,
Argentina,2010-I,Bank Loans under internal legislation,39603,Millions of USD,dombanks,(10),Non Official,Bank,Internal,
Argentina,2010-I,Total Debt with banks,40604,Millions of USD,totalbank,(11)=(9)+(10),Non Official,Bank,Total,
Argentina,2010-I,Marketable Instrument Debt under external legislation,23244,Millions of USD,ext_marketinstrument,(12),Non Official,Market instrument,External,
Argentina,2010-I,Marketable Instrument Debt under internal legislation,69873,Millions of USD,dom_market,(13),Non Official,Market instrument,Internal,
Argentina,2010-I,Total Marketable Instrument Debt,93118,Millions of USD,total_mkt,(14)=(12)+(13),Non Official,Market instrument,Total,
Argentina,2010-I,Other non-official under external legislation,11218,Millions of USD,ext_oth,(15),Non Official,Other,External ,
Argentina,2010-I,Other non-official under internal legislation,0,Millions of USD,int_oth,(16),Non Official,Other,Internal,
Argentina,2010-I,Total other non-official debt,11218,Millions of USD,tot_oth,(17)=(15)+(16),Non Official,Other,Total,
Argentina,2010-I,Percentage of internal legislation debt that is Official debt,0,% of Internal debt,offdom,0/(21),Non Official,Share of Internal ,Official,
Argentina,2010-I,Percentage of internal legislation debt that is Bank debt,36,% of Internal debt,bankdom,(10)/(21),Non Official,Share of Internal ,Bank,
Argentina,2010-I,Percentage of internal legislation debt that is Market debt,64,% of Internal debt,mardom,(13)/(21),Non Official,Share of Internal ,Marketeable,
Argentina,2010-I,Percentage of internal legislation debt that is Other debt,0,% of Internal debt,othdom,(16)/(21),Non Official,Share of Internal ,Other,
Argentina,2010-I,Sum of all shares of internal legislation debt,100,% of Internal debt,credtype_int_sumshares,-,Non Official,Share of Internal ,Sum shares,
Argentina,2010-I,Percentage of external legislation debt that is Official debt,39,% of external debt,offext,(7)/(20),Non Official,Share of external ,Official,
Argentina,2010-I,Percentage of external legislation debt that is Bank debt,2,% of external debt,bankext,(9)/(20),Non Official,Share of external ,Bank,
Argentina,2010-I,Percentage of external legislation debt that is Market debt,40,% of external debt,marext,(12)/(20),Non Official,Share of external ,Marketeable,
Argentina,2010-I,Percentage of external legislation debt that is Other debt,19,% of external debt,othext,(15)/(20),Non Official,Share of external ,Other,
Argentina,2010-I,Sum of all shares of external legislation debt,100,% of external debt,credtype_ext_sumshares,-,Non Official,Share of external ,Sum shares,
Argentina,2010-I,Sum of debt with official and non-official sources,167909,Millions of USD,credtype_total,(1')=(7)+(8),Total Debt,Total Debt,Total Debt,
Argentina,2010-I,Official debt under external legislation,22969,Millions of USD,officialexternaldebt,(18)=(7),Legislation and Creditor,External,Official,
Argentina,2010-I,Total non-official debt under external legislation,35463,Millions of USD,nonofficialexternaldebt,(19)=(9)+(12)+(15),Legislation and Creditor,External,Non-official,
Argentina,2010-I,Total debt under external legislation,58432,Millions of USD,external,(20)=(18)+(19),Legislation and Creditor,External,Total,
Argentina,2010-I,Total debt under internal legislation,109477,Millions of USD,totaldomestic,(21)=(10)+(13)+(16),Legislation and Creditor,Internal,Total,
Argentina,2010-I,Total debt under internal and external legislations,167909,Millions of USD,legandcred_total,(22)=(20)+(21),Legislation and Creditor,Total Debt,Total Debt,
Argentina,2010-I,External legislation debt to total debt ratio,35,% of total debt,legandcred_ext_tot,(20)/(22),Legislation and Creditor,External/total debt ,External/total debt ,
Argentina,2010-I,Internal legislation debt to total debt ratio,65,% of total debt,legandcred_int_tot,(21)/(22),Legislation and Creditor,Internal/total debt ,Internal/total debt ,
Argentina,2010-I,Total debt under external legislation issued in foreign currency,58432,Millions of USD,for_ext,(23),Currency & Legislation,Foreign currency,External,
Argentina,2010-I,Total debt under internal legislation issued in foreign currency,43806,Millions of USD,for_int,(24),Currency & Legislation,Foreign currency,Internal,
Argentina,2010-I,Total debt under external legislation issued in domestic currency,0,Millions of USD,dom_ext,(25),Currency & Legislation,Domestic currency,External,
Argentina,2010-I,Total debt under internal legislation issued in domestic currency,65671,Millions of USD,dom_int,(26),Currency & Legislation,Domestic currency,Internal,
Argentina,2010-I,Sum of the 4 currency and legislation disaggregations,167909,Millions of USD,currandleg_total,(27)= (23)+(24)+(25)+(26),Currency & Legislation,Total Debt,Total Debt,
