Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BO-L1011,"Como parte del Corredor Norte Vial se han ejecutado trabajos de rectificación,  mejoramiento de las obras de drenaje, obras complementarias para su posterior pavimentación de calzada  en un tramo de 37 km de longitud en la gestión 2012.","-14.4419,-67.5247",Bolivia,3,El Beni,,,,,3906209,PPL,Exact Location
BO-L1011,"Se realizaron intervenciones en un tramo de 101 km de longitud, que comprende el trayecto Yucumo - El Palmar- Villa Ingavi - Rurrenabaque y hace parte de la RVF N. 8. Se realizaron trabajos de rectificación , mejoramiento de calzada, su pavimentación, mejoramiento de las obras de drenaje, ampliación del puente Sanjón de uno a dos carriles y otras obras complementarias. Adicionalmente,  se efectuaron todos los trabajos de relocalización de construcciones afectadas y reposición de infraestructuras.","-14.9268,-67.105",Bolivia,3,El Beni,,,,,3920748,LCTY,Exact Location
BO-L1011,"Las obras de mejoramiento en el tramo Yucumo - San Borja de 53 km comprenden: la construcción de terraplenes en zonas inundables, obras de drenaje y  el ripiado posterior, además incluye el mejoramiento y mantenimiento rutinario .","-15.0261,-66.8753",Bolivia,3,El Beni,,,,,3909689,PPL,Exact Location
BO-L1011,"Se han concluido las obras de mejoramiento en el tramo de 53 km entre Yucumo y San Borja, las mismas que comprenden: la construcción de terraplenes en zonas inundables, obras de drenaje y el ripiado posterior, además incluye el mejoramiento y mantenimiento rutinario.","-14.873,-66.7619",Bolivia,3,El Beni,,,,,3920245,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 122 albañiles por concepto de mano de obra en el Municipio de San Pedro de Buena Vista del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.2692,-65.9809",Bolivia,7,Potosí,,,,,3905124,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 13 albañiles por concepto de mano de obra en el Municipio de Ocurí del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.8407,-65.7952",Bolivia,7,Potosí,,,,,3909393,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 186 albañiles por concepto de mano de obra en el Municipio de Acasio del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza.","-18.0235,-66.0583",Bolivia,7,Potosí,,,,,3924627,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 191 albañiles por concepto de mano de obra en el Municipio de Toro Toro del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.1342,-65.7631",Bolivia,7,Potosí,,,,,3902587,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 240 albañiles por concepto de mano de obra en el Municipio de Chayanta del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.4605,-66.4439",Bolivia,7,Potosí,,,,,3921028,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 289 albañiles por concepto de mano de obra en el Municipio de Villa Sacaca del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza.","-18.0778,-66.4022",Bolivia,7,Potosí,,,,,3906187,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 308 albañiles por concepto de mano de obra en el Municipio de Caripuyo del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.2415,-66.5162",Bolivia,7,Potosí,,,,,3913167,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 409 albañiles por concepto de mano de obra en el Municipio de Pocoata del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.701,-66.1822",Bolivia,7,Potosí,,,,,3907767,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 63 albañiles por concepto de mano de obra en el Municipio de Colquechaca del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.7001,-66.0042",Bolivia,7,Potosí,,,,,3919720,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 67 albañiles por concepto de mano de obra en el Municipio de Llallagua del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.4232,-66.5858",Bolivia,7,Potosí,,,,,3911409,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 500 dólares a 9 albañiles por concepto de mano de obra en el Municipio de Arampampa del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-17.9249,-66.1389",Bolivia,7,Potosí,,,,,3904684,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 400 dólares a 126 ayudantes por concepto de mano de obra en el Municipio de Colquechaca del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.6971,-66.0026",Bolivia,7,Potosí,,,,,3919720,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 400 dólares a 131 ayudantes por concepto de mano de obra en el Municipio de Llallagua del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-18.426,-66.58",Bolivia,7,Potosí,,,,,3911409,PPL,Exact Location
BO-L1012,"Se ha transferido un monto aproximado de 400 dólares a 18 ayudantes por concepto de mano de obra en el Municipio de Arampampa del Departamento de Potosí con el fin de mejorar las condiciones de habitabilidad  de las viviendas, como parte del desarrollo integral comunitario de la población en extrema pobreza .","-17.9259,-66.1397",Bolivia,7,Potosí,,,,,3904684,PPL,Exact Location
